ID,Y,M,D,HH,Summary,Precip Type,Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Pressure (millibars),Daily Summary
2083,2006,12,4,18,Overcast,rain,9.805555555555555,8.766666666666667,0.83,8.1305,284.0,7.8729,1014.15,Overcast throughout the day.
2084,2006,12,4,19,Overcast,rain,8.711111111111112,7.755555555555556,0.89,6.9391,280.0,7.824600000000001,1014.44,Overcast throughout the day.
2085,2006,12,4,20,Overcast,rain,8.599999999999998,7.349999999999998,0.88,8.1305,282.0,7.824600000000001,1014.64,Overcast throughout the day.
2086,2006,12,4,21,Overcast,rain,8.599999999999998,6.894444444444442,0.85,10.432800000000002,292.0,7.824600000000001,1015.04,Overcast throughout the day.
2087,2006,12,4,22,Overcast,rain,8.311111111111112,7.672222222222223,0.88,5.570600000000001,294.0,8.1466,1015.43,Overcast throughout the day.
2088,2006,12,4,23,Overcast,rain,7.633333333333335,6.7944444444444425,0.92,5.892600000000001,344.0,7.824600000000001,1015.49,Overcast throughout the day.
2089,2006,12,5,0,Overcast,rain,7.122222222222222,7.122222222222222,0.92,2.5760000000000005,50.0,5.9248,1015.59,Foggy in the morning.
2090,2006,12,5,1,Foggy,rain,5.66111111111111,2.994444444444445,0.96,12.4292,149.0,1.8998,1018.57,Foggy in the morning.
2091,2006,12,5,2,Mostly Cloudy,rain,7.122222222222222,7.122222222222222,0.96,3.0751,147.0,3.9284,1015.67,Foggy in the morning.
2092,2006,12,5,3,Mostly Cloudy,rain,7.122222222222222,7.122222222222222,0.96,3.1395,112.0,3.9284,1015.83,Foggy in the morning.
2093,2006,12,5,4,Foggy,rain,6.766666666666667,6.766666666666667,0.96,4.7012,52.0,2.8336,1015.8,Foggy in the morning.
2094,2006,12,5,5,Foggy,rain,6.061111111111109,6.061111111111109,1.0,2.1252000000000004,276.0,0.8533000000000001,1016.06,Foggy in the morning.
2095,2006,12,5,6,Foggy,rain,7.15,5.855555555555555,0.93,7.2611,28.0,1.4651,1016.75,Foggy in the morning.
2096,2006,12,5,7,Foggy,rain,6.994444444444446,6.994444444444446,0.96,4.83,309.0,1.932,1017.65,Foggy in the morning.
2097,2006,12,5,8,Foggy,rain,7.127777777777776,7.127777777777776,1.0,4.250400000000001,328.0,1.6583,1017.93,Foggy in the morning.
2098,2006,12,5,9,Foggy,rain,7.705555555555555,6.116666666666665,0.96,8.935500000000001,350.0,2.5760000000000005,1018.32,Foggy in the morning.
2099,2006,12,5,10,Foggy,rain,7.88888888888889,6.366666666666667,0.95,8.774500000000002,32.0,2.8658,1018.86,Foggy in the morning.
2100,2006,12,5,11,Mostly Cloudy,rain,7.755555555555556,7.755555555555556,0.95,3.3488,41.0,3.4937,1019.17,Foggy in the morning.
2101,2006,12,5,12,Mostly Cloudy,rain,8.861111111111112,7.133333333333336,0.93,10.8836,258.0,3.976700000000001,1018.35,Foggy in the morning.
2102,2006,12,5,13,Mostly Cloudy,rain,9.988888888888887,9.055555555555554,0.86,7.776300000000001,236.0,4.6207,1019.12,Foggy in the morning.
2103,2006,12,5,14,Overcast,rain,10.02222222222222,10.02222222222222,0.86,8.0661,197.0,6.0053,1018.88,Foggy in the morning.
2104,2006,12,5,15,Clear,rain,8.955555555555556,7.477777777777779,0.93,9.5634,188.0,6.0053,1018.86,Foggy in the morning.
2105,2006,12,5,16,Clear,rain,8.02222222222222,6.333333333333332,0.95,9.7566,169.0,4.0894,1019.05,Foggy in the morning.
2106,2006,12,5,17,Clear,rain,7.822222222222221,5.583333333333332,0.96,12.654600000000002,159.0,4.4436,1019.34,Foggy in the morning.
2107,2006,12,5,18,Clear,rain,7.755555555555556,5.733333333333333,0.96,11.27,160.0,4.4275,1019.37,Foggy in the morning.
2108,2006,12,5,19,Clear,rain,7.249999999999998,5.166666666666665,0.99,11.0285,168.0,4.186000000000001,1019.62,Foggy in the morning.
2109,2006,12,5,20,Clear,rain,7.127777777777776,4.749999999999998,0.93,12.5741,158.0,4.395300000000001,1019.45,Foggy in the morning.
2110,2006,12,5,21,Overcast,rain,6.594444444444443,4.3277777777777775,0.96,11.3183,149.0,3.3971,1019.27,Foggy in the morning.
2111,2006,12,5,22,Foggy,rain,6.061111111111109,3.788888888888889,0.95,10.7548,151.0,2.8819000000000004,1019.26,Foggy in the morning.
2112,2006,12,5,23,Foggy,rain,5.466666666666669,3.0166666666666666,0.96,11.0446,150.0,2.9302,1019.57,Foggy in the morning.
2113,2006,12,6,0,Foggy,rain,4.883333333333333,2.3277777777777766,1.0,11.0124,149.0,0.6279,1019.46,Foggy starting overnight continuing until morning.
2114,2006,12,6,1,Clear,rain,5.783333333333331,3.022222222222221,0.91,13.1537,145.0,8.3237,1017.17,Foggy starting overnight continuing until morning.
2115,2006,12,6,2,Foggy,rain,4.861111111111111,2.294444444444446,0.98,11.0285,140.0,0.161,1018.97,Foggy starting overnight continuing until morning.
2116,2006,12,6,3,Foggy,rain,4.888888888888888,2.338888888888889,0.98,10.980200000000002,150.0,0.4669,1018.59,Foggy starting overnight continuing until morning.
2117,2006,12,6,4,Foggy,rain,4.827777777777777,1.83888888888889,1.0,13.2503,146.0,0.2093,1018.32,Foggy starting overnight continuing until morning.
2118,2006,12,6,5,Foggy,rain,5.911111111111111,3.2722222222222226,0.93,12.5902,149.0,0.161,1018.13,Foggy starting overnight continuing until morning.
2119,2006,12,6,6,Foggy,rain,4.822222222222222,1.9111111111111097,1.0,12.799500000000002,150.0,1.2397,1017.76,Foggy starting overnight continuing until morning.
2120,2006,12,6,7,Foggy,rain,4.861111111111111,2.316666666666668,1.0,10.9158,152.0,1.1753,1017.89,Foggy starting overnight continuing until morning.
2121,2006,12,6,8,Foggy,rain,4.933333333333335,0.9722222222222222,1.0,20.2377,130.0,2.4633000000000003,1017.74,Foggy starting overnight continuing until morning.
2122,2006,12,6,9,Clear,rain,7.105555555555555,3.733333333333333,0.93,20.1089,140.0,3.880100000000001,1017.18,Foggy starting overnight continuing until morning.
2123,2006,12,6,10,Partly Cloudy,rain,8.72777777777778,6.294444444444443,0.9,15.4882,166.0,7.0679,1017.27,Foggy starting overnight continuing until morning.
2124,2006,12,6,11,Clear,rain,11.066666666666668,11.066666666666668,0.77,15.8746,160.0,9.7566,1016.66,Foggy starting overnight continuing until morning.
2125,2006,12,6,12,Partly Cloudy,rain,12.733333333333334,12.733333333333334,0.72,17.516800000000003,168.0,9.9015,1016.03,Foggy starting overnight continuing until morning.
2126,2006,12,6,13,Clear,rain,13.499999999999998,13.499999999999998,0.7,17.8871,169.0,12.719,1015.51,Foggy starting overnight continuing until morning.
2127,2006,12,6,14,Clear,rain,13.933333333333332,13.933333333333332,0.69,17.259200000000003,168.0,14.9086,1015.02,Foggy starting overnight continuing until morning.
2128,2006,12,6,15,Clear,rain,12.866666666666664,12.866666666666664,0.76,11.3505,158.0,9.982,1014.73,Foggy starting overnight continuing until morning.
2129,2006,12,6,16,Partly Cloudy,rain,11.344444444444443,11.344444444444443,0.79,13.846,149.0,9.9015,1015.17,Foggy starting overnight continuing until morning.
2130,2006,12,6,17,Partly Cloudy,rain,9.994444444444447,7.855555555555556,0.86,15.5848,149.0,9.9015,1015.24,Foggy starting overnight continuing until morning.
2131,2006,12,6,18,Partly Cloudy,rain,9.949999999999998,8.199999999999998,0.83,12.4936,159.0,9.8049,1015.35,Foggy starting overnight continuing until morning.
2132,2006,12,6,19,Partly Cloudy,rain,8.88888888888889,6.8277777777777775,0.89,13.0088,158.0,9.8371,1015.59,Foggy starting overnight continuing until morning.
2133,2006,12,6,20,Clear,rain,7.805555555555554,5.361111111111111,0.89,13.9909,159.0,9.8049,1015.56,Foggy starting overnight continuing until morning.
2134,2006,12,6,21,Clear,rain,8.244444444444447,5.927777777777779,0.84,13.7977,159.0,9.8049,1015.65,Foggy starting overnight continuing until morning.
2135,2006,12,6,22,Partly Cloudy,rain,7.566666666666666,5.122222222222222,0.85,13.6528,165.0,9.7888,1015.93,Foggy starting overnight continuing until morning.
2136,2006,12,6,23,Partly Cloudy,rain,6.644444444444445,3.95,0.87,13.9587,160.0,9.7566,1016.27,Foggy starting overnight continuing until morning.
2137,2006,12,7,0,Clear,rain,6.577777777777779,3.866666666666667,0.87,13.9587,159.0,9.7566,1016.47,Partly cloudy starting overnight continuing until afternoon.
2138,2006,12,7,1,Partly Cloudy,rain,4.755555555555556,2.2666666666666657,0.92,10.5616,143.0,8.0983,1016.87,Partly cloudy starting overnight continuing until afternoon.
2139,2006,12,7,2,Partly Cloudy,rain,4.588888888888888,2.0111111111111097,0.92,10.8031,198.0,9.7566,1017.24,Partly cloudy starting overnight continuing until afternoon.
2140,2006,12,7,3,Partly Cloudy,rain,5.027777777777776,3.611111111111111,0.93,6.5044,160.0,9.7566,1017.07,Partly cloudy starting overnight continuing until afternoon.
2141,2006,12,7,4,Mostly Cloudy,rain,5.222222222222221,3.2166666666666663,0.9,8.774500000000002,160.0,9.7566,1017.17,Partly cloudy starting overnight continuing until afternoon.
2142,2006,12,7,5,Partly Cloudy,rain,4.861111111111111,3.0444444444444425,0.93,7.792400000000001,161.0,9.6117,1017.31,Partly cloudy starting overnight continuing until afternoon.
2143,2006,12,7,6,Mostly Cloudy,rain,5.833333333333333,3.277777777777777,0.87,12.042800000000002,150.0,9.5795,1017.61,Partly cloudy starting overnight continuing until afternoon.
2144,2006,12,7,7,Mostly Cloudy,rain,4.7111111111111095,2.5444444444444434,0.94,9.0643,146.0,9.2736,1018.15,Partly cloudy starting overnight continuing until afternoon.
2145,2006,12,7,8,Clear,rain,4.822222222222222,3.955555555555554,0.93,4.8461,172.0,7.776300000000001,1018.61,Partly cloudy starting overnight continuing until afternoon.
2146,2006,12,7,9,Mostly Cloudy,rain,5.955555555555555,4.061111111111113,0.87,8.8872,170.0,9.6439,1018.81,Partly cloudy starting overnight continuing until afternoon.
2147,2006,12,7,10,Partly Cloudy,rain,8.477777777777776,7.688888888888891,0.82,6.1824,171.0,9.7888,1018.81,Partly cloudy starting overnight continuing until afternoon.
2148,2006,12,7,11,Partly Cloudy,rain,11.066666666666668,11.066666666666668,0.77,2.8014,175.0,9.7083,1018.69,Partly cloudy starting overnight continuing until afternoon.
2149,2006,12,7,12,Partly Cloudy,rain,12.755555555555556,12.755555555555556,0.69,1.4812,183.0,9.7566,1017.98,Partly cloudy starting overnight continuing until afternoon.
2150,2006,12,7,13,Partly Cloudy,rain,12.97222222222222,12.97222222222222,0.7,4.9266000000000005,134.0,10.1913,1017.48,Partly cloudy starting overnight continuing until afternoon.
2151,2006,12,7,14,Partly Cloudy,rain,12.888888888888893,12.888888888888893,0.72,4.9588,132.0,9.8049,1017.17,Partly cloudy starting overnight continuing until afternoon.
2152,2006,12,7,15,Partly Cloudy,rain,12.355555555555558,12.355555555555558,0.74,7.760200000000001,130.0,9.8049,1016.96,Partly cloudy starting overnight continuing until afternoon.
2153,2006,12,7,16,Clear,rain,11.322222222222225,11.322222222222225,0.77,9.2575,126.0,8.5491,1016.82,Partly cloudy starting overnight continuing until afternoon.
2154,2006,12,7,17,Clear,rain,9.02777777777778,7.927777777777781,0.83,7.776300000000001,149.0,7.8729,1017.08,Partly cloudy starting overnight continuing until afternoon.
2155,2006,12,7,18,Clear,rain,7.366666666666664,5.927777777777779,0.93,8.0017,140.0,7.8729,1017.16,Partly cloudy starting overnight continuing until afternoon.
2156,2006,12,7,19,Clear,rain,6.500000000000002,5.0666666666666655,0.93,7.406,145.0,8.1466,1017.12,Partly cloudy starting overnight continuing until afternoon.
2157,2006,12,7,20,Clear,rain,6.183333333333335,4.205555555555556,0.93,9.4346,140.0,7.824600000000001,1017.27,Partly cloudy starting overnight continuing until afternoon.
2158,2006,12,7,21,Clear,rain,7.15,4.577777777777779,0.89,13.894300000000005,140.0,7.824600000000001,1017.28,Partly cloudy starting overnight continuing until afternoon.
2159,2006,12,7,22,Partly Cloudy,rain,5.655555555555555,4.233333333333332,0.93,6.8264000000000005,157.0,8.0983,1017.51,Partly cloudy starting overnight continuing until afternoon.
2160,2006,12,7,23,Partly Cloudy,rain,5.1111111111111125,3.633333333333333,0.93,6.7298,148.0,7.776300000000001,1017.27,Partly cloudy starting overnight continuing until afternoon.
2161,2006,12,8,0,Partly Cloudy,rain,5.088888888888887,2.4833333333333325,0.93,11.4471,149.0,7.776300000000001,1017.16,Partly cloudy starting in the morning continuing until night.
2162,2006,12,8,1,Partly Cloudy,rain,6.422222222222223,3.7722222222222217,0.87,13.3147,152.0,8.1466,1015.33,Partly cloudy starting in the morning continuing until night.
2163,2006,12,8,2,Partly Cloudy,rain,4.444444444444445,1.861111111111112,0.92,10.6743,160.0,7.728,1017.07,Partly cloudy starting in the morning continuing until night.
2164,2006,12,8,3,Partly Cloudy,rain,3.955555555555554,2.3499999999999983,0.92,6.552700000000001,150.0,7.711900000000001,1017.06,Partly cloudy starting in the morning continuing until night.
2165,2006,12,8,4,Clear,rain,3.055555555555556,0.0833333333333325,0.96,11.2217,142.0,7.5187,1016.91,Partly cloudy starting in the morning continuing until night.
2166,2006,12,8,5,Clear,rain,2.9111111111111123,-0.0777777777777781,0.96,11.1573,140.0,6.7942,1016.65,Partly cloudy starting in the morning continuing until night.
2167,2006,12,8,6,Clear,rain,3.883333333333335,1.1111111111111112,0.92,11.0607,140.0,6.8264000000000005,1016.75,Partly cloudy starting in the morning continuing until night.
2168,2006,12,8,7,Mostly Cloudy,rain,3.966666666666667,1.0277777777777786,0.93,11.9623,139.0,5.9731000000000005,1016.91,Partly cloudy starting in the morning continuing until night.
2169,2006,12,8,8,Clear,rain,4.972222222222224,2.1000000000000005,0.93,12.783400000000002,140.0,6.8586,1016.86,Partly cloudy starting in the morning continuing until night.
2170,2006,12,8,9,Clear,rain,7.172222222222221,4.777777777777779,0.86,12.783400000000002,149.0,7.8729,1017.14,Partly cloudy starting in the morning continuing until night.
2171,2006,12,8,10,Clear,rain,9.9,7.594444444444445,0.78,16.840600000000002,150.0,8.227100000000002,1017.02,Partly cloudy starting in the morning continuing until night.
2172,2006,12,8,11,Partly Cloudy,rain,12.194444444444446,12.194444444444446,0.74,14.425600000000005,150.0,9.8049,1016.75,Partly cloudy starting in the morning continuing until night.
2173,2006,12,8,12,Partly Cloudy,rain,13.933333333333332,13.933333333333332,0.67,14.586600000000002,141.0,9.9015,1016.23,Partly cloudy starting in the morning continuing until night.
2174,2006,12,8,13,Partly Cloudy,rain,15.211111111111112,15.211111111111112,0.65,14.3612,151.0,9.982,1015.99,Partly cloudy starting in the morning continuing until night.
2175,2006,12,8,14,Partly Cloudy,rain,15.11111111111111,15.11111111111111,0.66,15.826300000000002,149.0,9.982,1015.51,Partly cloudy starting in the morning continuing until night.
2176,2006,12,8,15,Partly Cloudy,rain,13.0,13.0,0.72,12.654600000000002,139.0,9.982,1015.23,Partly cloudy starting in the morning continuing until night.
2177,2006,12,8,16,Mostly Cloudy,rain,12.349999999999998,12.349999999999998,0.78,11.0124,141.0,8.3398,1015.5,Partly cloudy starting in the morning continuing until night.
2178,2006,12,8,17,Mostly Cloudy,rain,12.677777777777775,12.677777777777775,0.77,17.243100000000002,149.0,8.05,1015.21,Partly cloudy starting in the morning continuing until night.
2179,2006,12,8,18,Mostly Cloudy,rain,12.061111111111112,12.061111111111112,0.75,16.8245,149.0,7.969500000000001,1014.75,Partly cloudy starting in the morning continuing until night.
2180,2006,12,8,19,Mostly Cloudy,rain,11.97222222222222,11.97222222222222,0.76,17.001600000000003,151.0,8.227100000000002,1014.85,Partly cloudy starting in the morning continuing until night.
2181,2006,12,8,20,Clear,rain,10.02222222222222,10.02222222222222,0.78,14.2324,158.0,7.905100000000001,1014.74,Partly cloudy starting in the morning continuing until night.
2182,2006,12,8,21,Partly Cloudy,rain,10.050000000000002,10.050000000000002,0.77,17.2109,149.0,7.905100000000001,1014.74,Partly cloudy starting in the morning continuing until night.
2183,2006,12,8,22,Partly Cloudy,rain,8.399999999999999,6.094444444444444,0.84,14.023100000000005,151.0,8.227100000000002,1014.92,Partly cloudy starting in the morning continuing until night.
2184,2006,12,8,23,Partly Cloudy,rain,7.777777777777778,5.322222222222221,0.86,14.0392,159.0,4.9910000000000005,1014.93,Partly cloudy starting in the morning continuing until night.
2185,2006,12,9,0,Partly Cloudy,rain,7.244444444444444,4.655555555555557,0.86,14.1358,149.0,7.824600000000001,1014.93,Partly cloudy until night.
2186,2006,12,9,1,Mostly Cloudy,rain,8.194444444444445,6.216666666666665,0.89,11.5598,168.0,11.5759,1016.66,Partly cloudy until night.
2187,2006,12,9,2,Partly Cloudy,rain,6.63888888888889,3.466666666666668,0.86,17.3397,149.0,6.9069,1014.84,Partly cloudy until night.
2188,2006,12,9,3,Partly Cloudy,rain,6.63888888888889,3.877777777777776,0.86,14.3612,148.0,6.9069,1014.84,Partly cloudy until night.
2189,2006,12,9,4,Partly Cloudy,rain,6.627777777777777,3.5777777777777766,0.87,16.4059,150.0,7.357700000000001,1014.62,Partly cloudy until night.
2190,2006,12,9,5,Clear,rain,6.15,3.072222222222223,0.86,15.778000000000002,139.0,7.824600000000001,1014.41,Partly cloudy until night.
2191,2006,12,9,6,Clear,rain,6.127777777777778,2.4777777777777783,0.86,20.2699,149.0,7.824600000000001,1014.32,Partly cloudy until night.
2192,2006,12,9,7,Clear,rain,6.0555555555555545,2.4555555555555566,0.86,19.6259,141.0,8.1788,1014.51,Partly cloudy until night.
2193,2006,12,9,8,Partly Cloudy,rain,7.083333333333333,3.694444444444444,0.8,20.125,149.0,9.7566,1014.92,Partly cloudy until night.
2194,2006,12,9,9,Partly Cloudy,rain,8.861111111111112,5.644444444444442,0.78,23.2645,149.0,9.9015,1014.94,Partly cloudy until night.
2195,2006,12,9,10,Partly Cloudy,rain,10.95,10.95,0.71,20.6402,149.0,9.982,1015.17,Partly cloudy until night.
2196,2006,12,9,11,Partly Cloudy,rain,12.333333333333336,12.333333333333336,0.66,20.447,149.0,9.982,1014.82,Partly cloudy until night.
2197,2006,12,9,12,Partly Cloudy,rain,13.955555555555556,13.955555555555556,0.59,23.860200000000003,150.0,9.982,1014.42,Partly cloudy until night.
2198,2006,12,9,13,Partly Cloudy,rain,14.194444444444445,14.194444444444445,0.57,24.7135,158.0,10.3523,1014.03,Partly cloudy until night.
2199,2006,12,9,14,Partly Cloudy,rain,14.088888888888889,14.088888888888889,0.58,24.9872,149.0,9.982,1013.61,Partly cloudy until night.
2200,2006,12,9,15,Partly Cloudy,rain,12.933333333333334,12.933333333333334,0.64,21.590100000000003,149.0,9.982,1013.52,Partly cloudy until night.
2201,2006,12,9,16,Partly Cloudy,rain,11.455555555555556,11.455555555555556,0.69,15.3594,132.0,9.982,1013.78,Partly cloudy until night.
2202,2006,12,9,17,Mostly Cloudy,rain,11.199999999999998,11.199999999999998,0.71,21.815500000000004,148.0,9.982,1013.83,Partly cloudy until night.
2203,2006,12,9,18,Mostly Cloudy,rain,11.105555555555558,11.105555555555558,0.67,26.065900000000003,158.0,9.982,1013.84,Partly cloudy until night.
2204,2006,12,9,19,Mostly Cloudy,rain,10.027777777777777,10.027777777777777,0.72,26.565,158.0,9.982,1014.4,Partly cloudy until night.
2205,2006,12,9,20,Partly Cloudy,rain,10.066666666666666,10.066666666666666,0.71,24.6652,159.0,9.982,1014.62,Partly cloudy until night.
2206,2006,12,9,21,Partly Cloudy,rain,9.02777777777778,6.138888888888888,0.74,20.2377,149.0,14.9086,1014.7,Partly cloudy until night.
2207,2006,12,9,22,Partly Cloudy,rain,8.955555555555556,6.072222222222222,0.75,20.0123,159.0,14.0875,1014.9,Partly cloudy until night.
2208,2006,12,9,23,Overcast,rain,9.000000000000002,6.127777777777778,0.8,20.0123,161.0,14.812,1015.27,Partly cloudy until night.
2209,2006,2,1,0,Overcast,snow,-2.144444444444444,-6.199999999999999,0.86,11.27,320.0,4.83,1025.18,Mostly cloudy until night.
2210,2006,2,1,1,Overcast,snow,-2.4666666666666672,-4.322222222222223,0.89,4.9105,199.0,3.8962,1023.23,Mostly cloudy until night.
2211,2006,2,1,2,Overcast,snow,-2.7444444444444454,-2.7444444444444454,0.89,3.22,90.0,4.3631,1025.19,Mostly cloudy until night.
2212,2006,2,1,3,Overcast,snow,-2.1888888888888896,-2.1888888888888896,0.88,2.8497000000000003,287.0,4.3631,1025.25,Mostly cloudy until night.
2213,2006,2,1,4,Overcast,snow,-2.0388888888888896,-2.0388888888888896,0.87,3.3649,229.0,4.7334000000000005,1024.88,Mostly cloudy until night.
2214,2006,2,1,5,Overcast,snow,-2.6722222222222216,-5.800000000000001,0.88,7.824600000000001,250.0,4.3631,1024.87,Mostly cloudy until night.
2215,2006,2,1,6,Overcast,snow,-2.605555555555556,-2.605555555555556,0.88,3.22,260.0,4.3631,1025.15,Mostly cloudy until night.
2216,2006,2,1,7,Overcast,snow,-2.4333333333333327,-2.4333333333333327,0.89,4.3631,269.0,3.5259,1025.79,Mostly cloudy until night.
2217,2006,2,1,8,Foggy,snow,-2.472222222222222,-2.472222222222222,0.88,1.7227,217.0,2.9624,1026.03,Mostly cloudy until night.
2218,2006,2,1,9,Overcast,snow,-2.4055555555555546,-5.46111111111111,0.88,7.776300000000001,219.0,4.8139,1026.23,Mostly cloudy until night.
2219,2006,2,1,10,Overcast,snow,-2.233333333333333,-4.305555555555555,0.89,5.4096,208.0,5.6511,1026.5,Mostly cloudy until night.
2220,2006,2,1,11,Overcast,snow,-2.261111111111111,-5.816666666666666,0.88,9.3863,219.0,6.9069,1026.52,Mostly cloudy until night.
2221,2006,2,1,12,Mostly Cloudy,snow,-1.1722222222222218,-4.544444444444444,0.81,9.4668,190.0,8.7423,1026.11,Mostly cloudy until night.
2222,2006,2,1,13,Mostly Cloudy,snow,-1.072222222222222,-2.91111111111111,0.82,5.2647,213.0,9.9015,1025.72,Mostly cloudy until night.
2223,2006,2,1,14,Mostly Cloudy,snow,-0.0333333333333326,-0.0333333333333326,0.76,3.5420000000000007,189.0,6.021400000000001,1024.92,Mostly cloudy until night.
2224,2006,2,1,15,Partly Cloudy,snow,-0.0333333333333326,-3.1722222222222225,0.76,9.3863,201.0,6.9391,1024.62,Mostly cloudy until night.
2225,2006,2,1,16,Clear,snow,-1.022222222222222,-3.8944444444444457,0.82,7.921200000000001,219.0,4.7656,1024.22,Mostly cloudy until night.
2226,2006,2,1,17,Clear,snow,-2.311111111111112,-2.311111111111112,0.88,4.508,125.0,4.395300000000001,1024.42,Mostly cloudy until night.
2227,2006,2,1,18,Mostly Cloudy,snow,-2.311111111111112,-5.255555555555556,0.88,7.486500000000001,140.0,4.3631,1024.33,Mostly cloudy until night.
2228,2006,2,1,19,Overcast,snow,-1.377777777777778,-4.038888888888888,0.89,7.148400000000001,221.0,4.6851,1024.42,Mostly cloudy until night.
2229,2006,2,1,20,Overcast,snow,-2.383333333333333,-6.966666666666666,0.88,13.2664,210.0,4.7978000000000005,1024.15,Mostly cloudy until night.
2230,2006,2,1,21,Overcast,snow,-1.9222222222222227,-5.588888888888889,0.88,9.9981,189.0,4.347,1024.13,Mostly cloudy until night.
2231,2006,2,1,22,Overcast,snow,-1.900000000000001,-5.466666666666667,0.89,9.6439,208.0,4.2987,1024.11,Mostly cloudy until night.
2232,2006,2,1,23,Overcast,snow,-2.383333333333333,-6.35,0.88,10.7548,210.0,3.847900000000001,1023.64,Mostly cloudy until night.
2233,2006,2,10,0,Foggy,snow,-2.783333333333334,-5.338888888888889,0.96,6.3112,160.0,0.161,1009.46,Foggy throughout the day.
2234,2006,2,10,1,Foggy,snow,-1.277777777777778,-3.2166666666666663,0.96,5.425700000000001,249.0,1.1431,1014.3,Foggy throughout the day.
2235,2006,2,10,2,Foggy,snow,-2.805555555555556,-6.811111111111113,0.96,10.6099,151.0,0.1932,1009.81,Foggy throughout the day.
2236,2006,2,10,3,Foggy,snow,-2.7333333333333343,-6.688888888888888,0.96,10.448900000000002,161.0,0.1932,1010.1,Foggy throughout the day.
2237,2006,2,10,4,Foggy,snow,-2.76111111111111,-2.76111111111111,0.96,2.8336,220.0,0.322,1010.63,Foggy throughout the day.
2238,2006,2,10,5,Foggy,snow,-2.7111111111111104,-2.7111111111111104,1.0,4.4758,158.0,0.8372,1010.45,Foggy throughout the day.
2239,2006,2,10,6,Foggy,snow,-2.2000000000000006,-2.2000000000000006,0.96,4.7012,191.0,0.6279,1010.4,Foggy throughout the day.
2240,2006,2,10,7,Foggy,snow,-2.766666666666667,-2.766666666666667,0.99,4.5402000000000005,141.0,1.2558,1010.9,Foggy throughout the day.
2241,2006,2,10,8,Foggy,snow,-2.6888888888888887,-5.644444444444444,1.0,7.357700000000001,162.0,0.322,1011.01,Foggy throughout the day.
2242,2006,2,10,9,Foggy,snow,-2.527777777777778,-6.0888888888888895,0.99,9.2253,160.0,0.322,1011.39,Foggy throughout the day.
2243,2006,2,10,10,Foggy,snow,-2.0111111111111115,-2.0111111111111115,0.99,4.2826,176.0,0.3059,1011.72,Foggy throughout the day.
2244,2006,2,10,11,Foggy,snow,-0.8833333333333333,-3.755555555555557,0.92,8.0017,173.0,0.3381,1012.02,Foggy throughout the day.
2245,2006,2,10,12,Foggy,snow,-0.9111111111111114,-2.561111111111111,0.99,4.9105,212.0,0.8372,1012.2,Foggy throughout the day.
2246,2006,2,10,13,Foggy,snow,-0.3944444444444449,-0.3944444444444449,0.98,1.9159,221.0,0.9177,1012.23,Foggy throughout the day.
2247,2006,2,10,14,Foggy,rain,0.2222222222222214,0.2222222222222214,0.91,3.0912,309.0,0.8372,1012.0,Foggy throughout the day.
2248,2006,2,10,15,Foggy,rain,0.2444444444444432,0.2444444444444432,0.99,0.6601,210.0,0.8855000000000002,1012.29,Foggy throughout the day.
2249,2006,2,10,16,Foggy,rain,0.4833333333333319,0.4833333333333319,0.97,3.6064000000000007,343.0,1.1592,1012.52,Foggy throughout the day.
2250,2006,2,10,17,Foggy,rain,0.1777777777777779,0.1777777777777779,0.99,3.0268,122.0,0.9338,1012.78,Foggy throughout the day.
2251,2006,2,10,18,Foggy,rain,0.0444444444444434,0.0444444444444434,0.92,3.1073,172.0,0.9016000000000002,1013.09,Foggy throughout the day.
2252,2006,2,10,19,Foggy,snow,-0.0777777777777781,-0.0777777777777781,0.93,2.9302,147.0,0.7889,1013.57,Foggy throughout the day.
2253,2006,2,10,20,Foggy,snow,-1.0888888888888897,-1.0888888888888897,1.0,4.6851,191.0,0.8533000000000001,1013.81,Foggy throughout the day.
2254,2006,2,10,21,Foggy,snow,-1.0388888888888894,-3.3000000000000007,0.96,6.2468,179.0,0.7889,1014.01,Foggy throughout the day.
2255,2006,2,10,22,Foggy,snow,-1.5444444444444452,-3.694444444444444,0.99,5.796,160.0,0.322,1014.33,Foggy throughout the day.
2256,2006,2,10,23,Foggy,snow,-1.4999999999999996,-3.816666666666668,1.0,6.1985,169.0,0.4025,1014.51,Foggy throughout the day.
2257,2006,2,11,0,Foggy,snow,-1.4999999999999996,-3.816666666666668,1.0,6.1985,204.0,0.4025,1014.9,Foggy starting overnight continuing until afternoon.
2258,2006,2,11,1,Mostly Cloudy,snow,-4.249999999999999,-4.249999999999999,0.93,3.4132,312.0,8.3237,1021.77,Foggy starting overnight continuing until afternoon.
2259,2006,2,11,2,Foggy,snow,-0.994444444444444,-0.994444444444444,0.96,3.2522,188.0,0.7084,1015.19,Foggy starting overnight continuing until afternoon.
2260,2006,2,11,3,Foggy,snow,-1.594444444444445,-1.594444444444445,0.96,3.1073,184.0,0.9499,1015.02,Foggy starting overnight continuing until afternoon.
2261,2006,2,11,4,Foggy,snow,-1.805555555555556,-1.805555555555556,0.98,2.3345,219.0,1.2236,1015.23,Foggy starting overnight continuing until afternoon.
